HOMO-LUMO gap (Eh),Metal center charge,Denticity,Isomer
0.1050379999999999,0.2820198708517144,1,
0.14563,0.105563013822363,1,
0.132748,0.2335698224025064,1,
0.1403569999999999,-0.0540323575783434,1,
0.09666,0.3226432225776399,1,
0.116959,0.2068651399095473,1,
0.089851,0.2523615272756428,1,
0.135207,0.2526742891907502,1,
0.13812,0.3277511819034278,1,
0.093705,0.4805680447163746,1,
0.057794,0.1610514546472629,1,
0.150814,0.0763747526390926,1,
0.093175,0.4085291451076293,1,
0.1040459999999999,0.4945244311487188,1,
0.162265,0.1987720602820572,1,
0.1562479999999999,0.1089288851832554,1,
0.114762,0.2193742557778762,1,
0.155067,0.0902440275718512,1,
0.1394339999999999,0.2396541053198311,1,
0.077656,0.3200914589422167,1,
0.151728,0.1039196181503987,1,
0.155106,0.1202640213074619,1,
0.0935689999999999,0.3614713808034848,1,
0.11659,0.1279016601453532,1,
0.0989759999999999,0.3598681248445289,1,
0.165653,0.0679384611187782,1,
0.1362989999999999,0.2570256914895589,1,
0.163235,-0.0055735348480695,1,
0.117671,0.3326582953452766,1,
0.125195,0.5141858865261569,1,
0.122674,0.3763501867973799,1,
0.093412,0.1474176953946121,1,
0.059701,0.536569279854576,1,
0.1211999999999999,0.3491060327746635,1,
0.127384,0.1819932153017397,1,
0.096893,0.3459909164073872,1,
0.164096,-0.0040988000848108,1,
0.138942,0.0936939845748001,1,
0.17067,0.1457895022836939,1,
0.088396,0.4033079087838651,1,
0.0839129999999999,0.4324906084249232,1,
0.21742,0.328363459524378,1,
0.0795679999999999,0.3835815286529047,1,
0.1452229999999999,0.3845163022738703,1,
0.1109559999999999,0.3401721194877479,1,
0.1150239999999999,0.3437976064368408,1,
0.100626,0.3231532673937865,1,
0.1276569999999999,0.2574622858169687,1,
0.1584449999999999,0.1131148273313824,1,
0.127148,0.2497317691228666,1,
0.138602,0.4829220211849201,1,
0.082048,0.633327349682061,1,
0.149777,-0.0044907870926454,1,
0.0761399999999999,0.3200017950844934,1,
0.10754,0.278556719989748,1,
0.1256149999999999,0.3211963276756368,1,
0.087842,0.4090376125581276,1,
0.1131299999999999,0.3566561471307682,1,
0.132097,0.2271450390548839,1,
0.158819,0.2552539739003208,1,
0.0716779999999999,0.3240483724881511,1,
0.114392,0.3111445257015585,1,
0.095154,0.2772829138244385,1,
0.0747549999999999,0.3065068126731154,1,
0.1238789999999999,0.5394169240053965,1,
0.116591,0.1832850288119417,1,
0.168073,0.0680776201198756,1,
0.0552179999999999,0.0944808076054875,1,
0.134426,0.114535357164976,1,
0.0994279999999999,0.3265545565734854,1,
0.156236,0.0736499412941882,1,
0.175476,0.0197829686129975,1,
0.1486199999999999,0.099043642815447,1,
0.1501649999999999,0.0783999616398661,1,
0.121724,0.2313459225835219,1,
0.179843,0.373601659807329,1,
0.104075,0.4429923984770612,1,
0.175868,0.1129427768631927,1,
0.0896299999999999,0.377824677091048,1,
0.1366119999999999,0.3499813203718085,1,
0.157645,0.3818916245051351,1,
0.156207,0.0681792038069326,1,
0.176241,0.1162904852868528,1,
0.1136929999999999,0.2900165520725346,1,
0.100863,0.2190433165758146,1,
0.147606,0.2632769431345273,1,
0.108853,0.3174444035876461,1,
0.122549,0.2487115264821545,1,
0.11022,0.353241080896008,1,
0.131733,0.2555120476914635,1,
0.137401,0.1439041311731295,1,
0.0913199999999999,0.244974565297928,1,
0.100606,0.3463795428479421,1,
0.092867,0.3950629528618945,1,
0.131999,0.4640606854125002,1,
0.129605,0.2415143133482605,1,
0.170504,0.0641932791213417,1,
0.126666,0.3680568524592101,1,
0.136238,0.3393169755408775,1,
0.092562,0.3633972550351858,1,
0.13791,0.3503239462194835,1,
0.1788709999999999,0.1753311349379238,1,
0.0945029999999999,0.3584668810284328,1,
0.104689,0.3593047990989285,1,
0.110514,0.3353278144730219,1,
0.167217,-0.0129171451487985,1,
0.149165,0.3595399053523764,1,
0.1426639999999999,0.0730973061426124,1,
0.0941789999999999,0.1583558017067462,1,
0.11517,0.2458601231248185,1,
0.109788,0.228125351496277,1,
0.135053,0.1331925914520067,1,
0.127064,0.1501766087794964,1,
0.1340049999999999,0.2600888398307927,1,
0.1195959999999999,0.3359732047961303,1,
0.154403,0.1101437812972642,1,
0.123756,0.3677905072729596,1,
0.1163479999999999,0.3572265658000917,1,
0.1230999999999999,0.1882979221257332,1,
0.1177589999999999,0.2386601888079156,1,
0.134304,0.1163568834438814,1,
0.0978119999999999,0.3133587561371052,1,
0.1648099999999999,-0.0009899437643424,1,
0.15653,0.3749384769196596,1,
0.1184419999999999,0.3508887923659696,1,
0.0837139999999999,0.2850548447973546,1,
0.162452,0.0050877374146646,1,
0.0939219999999999,0.3364127406003087,1,
0.12218,0.271805247645033,1,
0.1024699999999999,0.488944576886485,1,
0.105539,0.3118446482773895,1,
0.1145899999999999,0.3047374147971745,1,
0.1709389999999999,-0.0310530012748362,1,
0.138697,0.2570791931110118,1,
0.120724,0.2990719568642593,1,
0.0933729999999999,0.3427800010512321,1,
0.100081,0.3511670415338588,1,
0.100992,0.3875233441108734,1,
0.132558,0.1643581617299644,1,
0.1147919999999999,0.1010843730713138,1,
0.127086,0.2894099855594571,1,
0.10886,0.2563093922785703,1,
0.1186359999999999,0.2337397269748375,1,
0.114478,0.3358322071523166,1,
0.1231589999999999,0.2604222263230971,1,
0.163904,0.1475640892067516,1,
0.121366,0.3254919744646754,1,
0.162027,-0.0136152202112745,1,
0.127759,0.1374347812321137,1,
0.1307849999999999,0.2056843133944978,1,
0.106564,0.2975582294188897,1,
0.109777,0.4632726358484609,1,
0.0578889999999999,0.5628117434752766,1,
0.091732,0.3324865057212047,1,
0.0984349999999999,0.3036008310167167,1,
0.069504,0.6176744712698838,1,
0.0962529999999999,0.3508064435825475,1,
0.111859,0.3387137510507708,1,
0.1630339999999999,0.0853508626625551,1,
0.1474849999999999,0.2481058905806452,1,
0.1737169999999999,0.0602101318376482,1,
0.1247319999999999,0.1967187335010516,1,
0.072075,0.3408327594517197,1,
0.127259,0.3330044818007814,1,
0.0741769999999999,0.3024397713139791,1,
0.095128,0.3727195516131061,1,
0.177384,0.066927812575972,1,
0.161989,0.128971291940134,1,
0.107562,0.3312663852265319,1,
0.099696,0.3200614982366923,1,
0.0909319999999999,0.3349150549945606,1,
0.123637,0.2929554431282754,1,
0.102081,0.2943066216347056,1,
0.11402,0.2135444569274422,1,
0.1690849999999999,0.0651226159743642,1,
0.145318,0.0480697453676191,1,
0.128592,0.3697339934891085,1,
0.0839179999999999,0.3054054177708566,1,
0.1136129999999999,0.1305198344642015,1,
0.09997,0.3964221135942642,1,
0.093559,0.3840143066308907,1,
0.1186919999999999,0.2852124265970152,1,
0.091593,0.3347631737319689,1,
0.126798,0.3097425588795546,1,
0.094002,0.3440249502112215,1,
0.162359,-0.0242118660301663,1,
0.093704,0.3582364680754371,1,
0.087904,0.3956044811055418,1,
0.144754,0.0858917988619869,1,
0.1624279999999999,0.4681550158490495,1,
0.0928,0.3441749956557237,1,
0.16322,0.2789792948007707,1,
0.183027,0.1136687155900123,1,
0.155553,0.353526342720368,1,
0.1084759999999999,0.3260324259534423,1,
0.1336609999999999,0.2383195900414506,1,
0.097209,0.3297203924540862,1,
0.066826,0.0350936237212838,1,
0.180746,0.046205532691973,1,
0.136872,0.3440867009455847,1,
0.0855689999999999,0.0307804960983818,1,
0.168051,-0.0022205876041545,1,
0.120098,0.2290615227616093,1,
0.0959759999999999,0.3625899091528756,1,
0.148769,0.075626983478468,1,
0.15694,-0.0032195229096789,1,
0.095891,0.3442792951138227,1,
0.102023,0.3476016398531818,1,
0.0811699999999999,0.3601463097350653,1,
0.102368,0.3535594046863851,1,
0.1464,0.5964078074674727,1,
0.1623829999999999,-0.0245162873169462,1,
0.12679,0.3549171552088843,1,
0.103327,0.3037453802315428,1,
0.169004,0.0074473175067994,1,
0.163627,0.1535342602401712,1,
0.127681,0.4526463107195352,1,
0.120141,0.108480412335417,1,
0.114242,0.1744380633745787,1,
0.108537,0.274208313301972,1,
0.096808,0.445702556940815,1,
0.1362629999999999,0.1397779348605281,1,
0.120554,0.304588164832947,1,
0.186556,0.1418666638052048,1,
0.157748,0.1032661994564235,1,
0.14732,0.2144001885918656,1,
0.119173,0.3365502696614404,1,
0.171961,0.4222081727540343,1,
0.1192289999999999,0.205363143182949,1,
0.120981,0.2903088902696904,1,
0.1733229999999999,0.2034008978620423,1,
0.116058,0.2896442943363279,1,
0.117494,0.334880593462041,1,
0.139821,0.1246182442780791,1,
0.123986,0.2162206473462277,1,
0.1681929999999999,0.1190582979216972,1,
0.123454,0.0998948293044952,1,
0.168031,-0.0108526048372883,1,
0.1318119999999999,0.1703287515772039,1,
0.13965,0.221558927529843,1,
0.1628869999999999,0.0543653535956682,1,
0.1318679999999999,0.2584709423135154,1,
0.141881,0.2723199465532,1,
0.146261,0.1139501056053989,1,
0.1412379999999999,0.1067904485739103,1,
0.125722,0.2401762345010993,1,
0.129144,0.3094427898483258,1,
0.1186409999999999,0.4448927191913361,1,
0.080143,0.3336701041277693,1,
0.172149,0.101972340458681,1,
0.180195,0.1982391709270878,1,
0.097018,0.3196367752082868,1,
0.169716,0.1145636873935738,1,
0.133437,0.1828469734716495,1,
0.170521,0.4152253220478272,1,
0.1656849999999999,0.0923722637214529,1,
0.121592,0.3773068418491759,1,
0.136202,0.3294909778995036,1,
0.1446339999999999,0.0807054691296541,1,
0.165001,0.0232754974679444,1,
0.092496,0.358981425079779,1,
0.1170229999999999,0.3496186860693211,1,
0.141811,-0.0234392674689185,1,
0.061888,0.3973606328789543,1,
0.129245,0.2705532854995759,1,
0.118509,0.3149010159393541,1,
0.111191,0.5789715536588534,1,
0.127081,0.2223389704821426,1,
0.099673,0.34646554221076,1,
0.1371589999999999,0.1146147293388831,1,
0.09528,0.3442975471786885,1,
0.0955539999999999,0.336656959966274,1,
0.12936,0.2907229830806229,1,
0.134006,0.4353696144339748,1,
0.1387369999999999,0.1705430577794331,1,
0.100335,0.321976300199395,1,
0.117807,0.2429273636983654,1,
0.095282,0.0890586774109519,1,
0.0865719999999999,0.2644488417229098,1,
0.15669,0.0858834183930696,1,
0.1252619999999999,0.2522027102298789,1,
0.168825,0.0125488115063939,1,
0.1389729999999999,0.6324084538787773,1,
0.088897,0.1866672147405373,1,
0.169629,0.4145620707362557,1,
0.141058,0.1156641206934594,1,
0.1136919999999999,0.3100809600256921,1,
0.144469,0.28697111921803,1,
0.075645,0.3104014434624316,1,
0.1545419999999999,0.246873627298558,1,
0.140769,0.1591195144353202,1,
0.1181479999999999,0.6135384379203982,1,
0.1254979999999999,0.3605796535858803,1,
0.114708,0.2612519588545183,1,
0.122171,0.2250867083663629,1,
0.112452,0.3145765933133587,1,
0.157397,-0.1361723370060744,1,
0.100146,0.312285787037342,1,
0.152816,0.144979499471966,1,
0.116881,0.1546467978814055,1,
0.096147,0.3644224718478087,1,
0.099806,0.3336564590972047,1,
0.120556,0.2607310719440157,1,
0.152668,0.2090163051895681,1,
0.141533,0.0162972124832248,1,
0.137396,0.3430417365803541,1,
0.163496,0.1193903138253652,1,
0.116964,0.3501746378161421,1,
0.151014,0.1077454598188619,1,
0.149599,0.2503802757867133,1,
0.109983,0.1688664570824075,1,
0.08785,0.2604420945104884,1,
0.1716349999999999,0.0594811073565401,1,
0.1212469999999999,0.2571354642362735,1,
0.094025,0.3326833876571352,1,
0.095838,0.3556793892157422,1,
0.125343,0.2672696491483451,1,
0.132295,0.0253996806425026,1,
0.124944,0.2218878212409937,1,
0.1691899999999999,-0.0320671231066499,1,
0.121389,0.0988578246804711,1,
0.180522,0.1569643162037813,1,
0.10155,0.4920495151936375,1,
0.109971,0.3255831719430607,1,
0.0755869999999999,0.2737824398327543,1,
0.061573,0.1036068671914698,1,
0.1730239999999999,-0.0127085620225351,1,
0.0315429999999999,0.3038232779125754,1,
0.078836,0.3045497474394268,1,
0.1338389999999999,0.3203187459144726,1,
0.176229,0.0890075298328974,1,
0.0983379999999999,0.4688287938861661,1,
0.132306,0.2433387258841024,1,
0.122233,0.2689286010932222,1,
0.076225,0.3271931699788157,1,
0.094272,0.4979249993695268,1,
0.065207,0.4565452924399071,1,
0.098964,0.4987853541715608,1,
0.082127,0.3854505052799278,1,
0.173481,0.0345239711885831,1,
0.073311,0.4185147956132984,1,
0.0935909999999999,0.3732233549509745,1,
0.1170619999999999,0.1476205750430455,1,
0.1226309999999999,0.2427166133067297,1,
0.1081789999999999,0.3574733089769742,1,
0.134453,0.1488149134923099,1,
0.102341,0.2668653190564223,1,
0.1121519999999999,0.2340635879893409,1,
0.095558,0.2957997192179475,1,
0.156087,0.1395862395069571,1,
0.092778,0.3432192645929424,1,
0.159522,-0.0139122326313074,1,
0.173441,0.1135072611356691,1,
0.0958229999999999,0.4129158029190851,1,
0.149577,0.0919207000473619,1,
0.134634,0.3465548432958814,1,
0.1209389999999999,0.31792885486179,1,
0.1064589999999999,0.3207379342423245,1,
0.12461,0.3846223763852521,1,
0.0975779999999999,0.3315245828073123,1,
0.1701849999999999,0.411954467006144,1,
0.131067,0.1674454946100108,1,
0.1288229999999999,0.3506827501593915,1,
0.0487759999999999,0.0719175489374872,1,
0.117993,0.454067050081777,1,
0.07069,0.3993873230946386,1,
0.133963,0.0851499238757029,1,
0.075607,0.3293136463258693,1,
0.094945,0.3707949465759441,1,
0.131725,0.2502624034400137,1,
0.1758549999999999,0.116236989527114,1,
0.0808539999999999,0.4377267240437097,1,
0.091843,0.3506505800900077,1,
0.187062,0.0806441668762171,1,
0.076419,0.3305515542777488,1,
0.0934079999999999,0.3126108674502081,1,
0.178575,0.3488737553339097,1,
0.173168,0.0872512318653097,1,
0.155971,0.0996917700404815,1,
0.125919,0.0945867206315251,1,
0.1019359999999999,0.2822685182163987,1,
0.1295569999999999,0.2406611827019019,1,
0.149219,0.2490359894359157,1,
0.183245,0.1520764414273998,1,
0.109443,0.30995259892876,1,
0.175581,0.2132601668556198,1,
0.1554759999999999,-0.039067149744742,1,
0.1339169999999999,0.224256878996874,1,
0.120299,0.2419049148003027,1,
0.094082,0.405091437337011,1,
0.080926,0.3090411317114605,1,
0.138233,0.2319712248599838,1,
0.129511,0.248920767917197,1,
0.126594,0.178887023340803,1,
0.124722,0.2662511316335998,1,
0.1221539999999999,0.3660513739530346,1,
0.085319,0.2679417119662793,1,
0.1411719999999999,0.3538868991681134,1,
0.1306139999999999,0.5340562341386239,1,
0.1455369999999999,0.1604078748334772,1,
0.130214,0.2555873003585299,1,
0.148705,0.2187244176672868,1,
0.0779489999999999,0.3278670777560464,1,
0.138483,0.0834519882236154,1,
0.140677,0.3357702922850902,1,
0.128847,0.2599045484629456,1,
0.141696,0.0453865970236688,1,
0.1120339999999999,0.1295448964112545,1,
0.119778,0.1784224549990082,1,
0.088421,0.3350950653435747,1,
0.1377199999999999,0.1133887402375467,1,
0.106144,0.4443795938138423,1,
0.1607399999999999,0.1612381631106133,1,
0.094378,0.3532380074030033,1,
0.125701,0.2909901446717753,1,
0.122945,0.097830262106689,1,
0.176992,0.1457964595092912,1,
0.072755,0.3158852466239564,1,
0.1199129999999999,0.3627124996642433,1,
0.100016,0.1513050440308002,1,
0.1853639999999999,0.2435769169831959,1,
0.155861,-0.0948044447993764,1,
0.1309069999999999,0.3486037191129378,1,
0.0916589999999999,0.3518857918706088,1,
0.104935,0.2916259638128373,1,
0.1038819999999999,0.3195125992751937,1,
0.154905,0.0671485649605679,1,
0.095832,0.342723086391801,1,
0.1238409999999999,0.207170214125676,1,
0.0944829999999999,0.3680875023568331,1,
0.131428,0.0978167522909564,1,
0.1613399999999999,0.2285880698811427,1,
0.152898,0.2244412094234053,1,
0.105261,0.3818870533256255,1,
0.148915,0.2827294584253085,1,
0.1292559999999999,0.0908210771156316,1,
0.128917,0.2541170927477661,1,
0.096118,0.2168950281631389,1,
0.128182,0.2621415434602048,1,
0.127709,0.2404932714846344,1,
0.1683189999999999,0.0223220077818381,1,
0.1245069999999999,0.2372849750841407,1,
0.12211,0.2162326329782896,1,
0.0979519999999999,0.3028528892201689,1,
0.1301189999999999,0.0514933879320489,1,
0.1179269999999999,0.2068036669659128,1,
0.138537,0.2651203370736834,1,
0.204639,0.1972426206388193,1,
0.138063,0.1525678104828512,1,
0.091371,0.1677620169283348,1,
0.0578459999999999,0.0335014448792477,1,
0.128408,0.3694080888639454,1,
0.1280009999999999,0.2419461132001601,1,
0.1326419999999999,0.2268917882290605,1,
0.0958689999999999,0.3167531543674642,1,
0.114875,0.3445480149835982,1,
0.192996,0.1400288730013946,1,
0.1296169999999999,0.3248127985524844,1,
0.124841,0.2925240836018305,1,
0.1794559999999999,0.1207858681335789,1,
0.13179,0.1481684343272412,1,
0.111174,0.364702117261091,1,
0.096632,0.1537622385224378,1,
0.1249819999999999,0.2287168144840896,1,
0.092313,0.4834608652907198,1,
0.1673119999999999,0.0110550254247155,1,
0.148047,0.1339307909331251,1,
0.097521,0.3593340791158662,1,
0.131546,0.2601074873992225,1,
0.1065319999999999,0.1465666632493646,1,
0.13797,0.3581532056875814,1,
0.101922,0.3162898728591854,1,
0.086885,0.3897857693870521,1,
0.1421009999999999,0.1243569905831882,1,
0.1740219999999999,-0.0169503988522866,1,
0.1161829999999999,0.3479580070827082,1,
0.136312,0.1265930809490029,1,
0.127376,0.2898192641005842,1,
0.179228,0.1218212942592875,1,
0.1237639999999999,0.360042353003512,1,
0.129117,0.3600073960233997,1,
0.12958,0.1151018352106988,1,
0.0492179999999999,0.559966069645335,1,
0.12148,0.2042634185597752,1,
0.084347,0.2712982261621537,1,
0.1793449999999999,0.0999013150823546,1,
0.143868,0.1644554141637393,1,
0.157765,0.0964788327161779,1,
0.124894,0.3943356137240291,1,
0.077316,0.2929270484115041,1,
0.130401,0.1537730411495262,1,
0.135888,0.3095830433264437,1,
0.107874,0.3578845229602018,1,
0.130123,0.2620311881462304,1,
0.1237949999999999,0.2133783794785034,1,
0.137664,0.0563849663175678,1,
0.1452879999999999,0.3512592128783374,1,
0.142205,0.2816481086234964,1,
0.145132,0.2833148988842616,1,
0.1209309999999999,0.2537207303745255,1,
0.09091,0.4325846555262763,1,
0.175259,0.1084463206928546,1,
0.122556,0.2421764282697494,1,
0.131357,0.1325572344249652,1,
0.069945,0.3537671443653519,1,
0.155554,-0.0205015041109309,1,
0.141918,0.1387475295084553,1,
0.113258,0.2820828516823294,1,
0.0896089999999999,0.3663927626142037,1,
0.1785219999999999,0.1390488092993391,1,
0.101944,0.3380600397308753,1,
0.07757,0.0967459591262437,1,
0.0874669999999999,0.3391971052168969,1,
0.1276359999999999,0.2254714977267028,1,
0.1295469999999999,0.3413696013493334,1,
0.127695,0.2743182615326185,1,
0.179552,-0.0395516223146433,1,
0.088477,0.2118489616119557,1,
0.16293,-0.0259900537255016,1,
0.134619,0.3778600631572314,1,
0.1808189999999999,0.2156583214912345,1,
0.1274719999999999,0.2231409748177188,1,
0.0760779999999999,0.1322337116050899,1,
0.149872,0.4560317722807943,1,
0.109185,0.3421790691031383,1,
0.138992,-0.0031601059812741,1,
0.100301,0.3543051780609186,1,
0.1195809999999999,0.3072021983495217,1,
0.094552,0.2101099779637788,1,
0.0937619999999999,0.3367376133346893,1,
0.1116279999999999,0.2867608298428954,1,
0.12848,0.2256186396608093,1,
0.129846,0.2383309599511587,1,
0.094971,0.3552659414989746,1,
0.129558,0.3737530336519026,1,
0.1214759999999999,0.2352483428699711,1,
0.1296339999999999,0.2676296496864997,1,
0.094701,0.3227500256985831,1,
0.0835969999999999,0.3792584614012597,1,
0.081897,0.3067585808221053,1,
0.138599,0.5769975812905744,1,
0.129539,0.2430621144327549,1,
0.125333,0.265905357327357,1,
0.148958,0.0638711560824834,1,
0.1202239999999999,0.4028340682322291,1,
0.0999429999999999,0.3530292969731821,1,
0.167447,0.0878094806721795,1,
0.124351,0.3905488057305032,1,
0.127956,0.1434892524541067,1,
0.161473,0.1333021837713859,1,
0.154683,0.2528611512694378,1,
0.153423,-0.0185275572482404,1,
0.092557,0.3480028897921868,1,
0.096788,0.3323731845952365,1,
0.144599,0.2630182686305134,1,
0.169815,0.3199476935951974,1,
0.122197,0.2316340686424442,1,
0.128833,0.2478293172813215,1,
0.103531,0.3382816740276725,1,
0.1467069999999999,0.128134151824512,1,
0.1008749999999999,0.3472260072492792,1,
0.123456,0.3633186476310623,1,
0.14445,0.0870777512082323,1,
0.1592489999999999,0.0457798642219461,1,
0.136042,0.502243561229157,1,
0.111783,0.3883173534212148,1,
0.174164,-0.0383660456492357,1,
0.174415,0.0924569351475755,1,
0.167505,0.1574845558581054,1,
0.090763,0.3089115508960171,1,
0.0928479999999999,0.369555628000337,1,
0.095636,0.3246182046772658,1,
0.1179259999999999,0.2498751340380547,1,
0.094977,0.3852731480979555,1,
0.109657,0.3441666532312143,1,
0.169073,0.1224975828202355,1,
0.09784,0.3713002381866197,1,
0.109515,0.2729271329814104,1,
0.1157619999999999,0.2769348783547388,1,
0.132001,0.1568974997668074,1,
0.1149719999999999,0.1191942444949606,1,
0.1496639999999999,0.2222779188103696,1,
0.162233,0.113148613975892,1,
0.1441079999999999,0.0670232742588457,1,
